"u_hor","w_hor","T_air","u_star","F_H_kin"
35.8523960929763,8.70111243414792,155.360522011521,36.8931384297859,155.603988243503
48.5354194381171,20.9427508472845,51.1557145984703,52.8610040869958,55.2766311304477
24.6536237982439,21.7384217700441,15010.9367741526,32.8688324623444,15010.9525146337
42.6188662976224,0.053774943873531,180.809033135503,42.6189002232484,180.809041132185
47.5194170402206,1.62672691281364,1061.70576972767,47.5472526681751,1061.70701594812
21.688872016797,258.138526868418,225.800448553007,259.048077049721,342.959679292678
46.0475798079185,72.0250113926065,227.800019454116,85.4867350661594,238.915154666674
52.9007741837147,40.6567331238141,258.565512665863,66.7192765063997,261.742419734482
42.0251478090652,60.670251211263,375.119708793814,73.803742658564,379.994309572648
53.5071554885524,30.1776017928255,308.674532005885,61.4304756488379,310.146182241566
58.5021085379245,10.5132835146578,282.330535833683,59.4392617185197,282.526212225334
55.5711971890727,5.44834162279797,250.483361036092,55.8376430686819,250.54260831718
52.1936375594798,11.1075378986793,273.013388962315,53.3624699565241,273.239250384821
40.2008613577973,34.4570877912261,284.556320669434,52.9471448990509,286.634942970982
19.7973996201754,75.6853635633116,295.541397674431,78.2317792807474,305.078665260399
57.0051202681885,2.3673981502006,257.270023219517,57.0542576044261,257.280915385056
63.1588315904853,3.66422853230772,227.144411006243,63.2650344077379,227.173964225899
60.1543137895188,5.64774063494795,221.820963378402,60.4188583288987,221.892849746002
58.1925726537647,17.2029221714855,242.192950106612,60.6820899714394,242.80314168598
60.9515528059804,8.34843898084058,212.910393648011,61.5206324973746,213.074006290697
62.9140827995639,4.51035226161739,213.114410768659,63.0755506677054,213.162133960975
47.1112332241739,17.607717161782,209.416945871177,50.2941348424627,210.155868158995
49.5649399157466,31.4793796541028,210.250990060077,58.7165616522179,212.594520542393
4.72784913023048,175.29124123988,214.102803286988,175.354987989552,276.70748025806
24.9760001102265,101.942727913136,214.146234732002,104.957707462947,237.172784324562
48.4629574250357,32.858187126847,245.251889124143,58.5518462872326,247.443224963271
32.9526720563083,63.8766399302755,194.594977558544,71.8756128630056,204.810718517837
52.8485984466935,3.59043950264545,265.106350364018,52.9704220636575,265.13066261591
59.662797689312,17.9143411634638,484.264629156924,62.294245700841,484.595867369723
50.7942483612622,20.1415980428487,1023.29576499034,54.6419219858276,1023.49396999634
56.6140809454371,27.3119302301697,198.362849308642,62.8577417204449,200.234266594758
51.0486454476965,23.1589641652125,328.04085435533,56.0562380404734,328.857324302471
48.9945555505775,13.7272387137527,156.952810232089,50.8812692088452,157.551965149453
40.6556675610138,16.2838580892773,665.196418339866,43.7955173402872,665.395701073021
36.6647759677485,9.27396879046141,375.94009534337,37.8194697727459,376.054466512378
31.56590032149,4.99227674649045,289.505796870455,31.9582366569213,289.548837415574
47.5913824921315,14.1869617700481,238.722695079393,49.6609461425894,239.143879349302
55.7473643449031,3.99588939949158,260.892300304273,55.8903906185701,260.922899512764
65.1794332782339,17.2982220971802,255.72967174674,67.4357991736965,256.314052481363
61.9135206970585,4.64308962666608,235.767024621331,62.0873765461736,235.812739647536
54.5862772865121,5.18911449601944,221.398262437741,54.8323679705043,221.459065110696
45.2319938003589,4.9207402169588,217.711891118915,45.4988675401762,217.76749348527
37.5468137733089,24.8091130698695,211.319844872913,45.002836753266,212.77116564146
39.6840332045836,25.3319290022412,212.135664170482,47.0800288695439,213.642801516985
36.3543275606649,40.3871755201097,297.474757787704,54.3393143026324,300.203856516443
20.0793815848737,118.573958027005,548.731228519753,120.262068363307,561.396245690143
17.6856489778454,17.8750274872559,434.875581597225,25.1455520408226,435.242792102517
39.8916008547501,18.9130181428874,1813.35806046185,44.1479566234711,1813.45668757134
31.8437330198125,2.90354005638597,621.360833100358,31.9758327099723,621.367616999816
40.7764735905975,5.42537851627389,1281.34664596828,41.1358180972439,1281.35813177511
27.2871445065525,37.5824236699958,642.43282172564,46.4438028614425,643.531171738618
25.8541656423532,54.4060948018058,536.372252957537,60.2367083483595,539.124491091183
46.3155435165215,12.72437493999,15.6977485836397,48.0316488249596,20.2071528971453
53.4373498211245,14.3321169968871,77.7261354612654,55.3259426807867,79.0364581149448
45.8960008947237,13.1260905708995,412.485796969379,47.7361199910921,412.69459283487
45.7075993719625,22.6061462976364,503.071542051414,50.9923767908299,503.579203574192
43.2029679237514,42.1695496125504,339.944819023081,60.3719086326252,342.550362567551
40.3452265839271,36.5225367565272,371.122419488394,54.4208875271279,372.915199392639
37.9846795318678,41.6114305566566,330.657418682469,56.3413438969124,333.265419272274
55.5108994214119,13.3560258594561,249.344001313043,57.0950381498478,249.701450571592
63.3509296561076,6.4511531387165,225.365076731739,63.6785494897007,225.457391067851
67.9445328838365,9.71241123300575,267.060828301314,68.6351985555644,267.237379393196
66.6770725965231,1.79567779345265,278.105587954983,66.7012478802302,278.111385078937
71.8666800149159,12.8093701335367,292.948952821052,72.9993127336433,293.228867818585
76.0657079842627,30.493170144332,260.022481735483,81.9501394544164,261.804362899724
72.7612598837651,38.1836144084449,266.85098703885,82.1717065002644,269.568985035188
62.7091375176464,22.6354527088643,1146.78421645813,66.6693306366752,1147.00758621589
52.8281694696504,0.372669735078422,342.432483827041,52.8294839293888,342.432686615469
52.8714892443542,24.9059570864444,225.598527910508,58.4439994636547,226.969166394425
60.2774785634665,22.8413414904926,211.779369760341,64.460075264108,213.007578121467
59.7262575234932,19.6273776742682,198.011461143266,62.8685914597344,198.981840122307
65.0429447787213,4.17098247316046,201.574651142731,65.1765430218511,201.617799507149
65.3104726677429,2.94009692239158,194.943203848454,65.3766166912685,194.965373583652
61.5083766790185,6.54868255594848,205.383015652122,61.8560073469555,205.487392220492
64.4050669657421,2.53311277566814,205.13233260408,64.4548625876743,205.147972302739
63.3197621704692,7.30882637992483,222.925693203933,63.7401853180289,223.045474362306
58.2852346458363,13.5093620376707,214.751237107809,59.8303555094323,215.175734463716
56.116934900203,4.69206855136453,375.876517161047,56.3127506865392,375.905801578547
60.2744019363853,7.15118518066721,266.655695342096,60.6971414341493,266.751568519971
62.6689393061798,19.5378191136025,219.63681098543,65.6439055014059,220.504093194583
55.8035467400733,7.93498784266906,203.852955497977,56.3648814496656,204.007331969524
42.6360051951962,4.09794707018055,214.225620499644,42.8324889446644,214.264811970252
8.61124577277718,71.7551045797585,204.609942211147,72.2699701605809,216.827174230771
20.3243486984415,46.6383196353781,249.675382804896,50.8744730530698,253.993955906796
31.5287340680791,3.28377269648298,267.261653967066,31.6992781472673,267.281826625631
17.0052321565175,27.3289741422572,318.097202345199,32.1877422067037,319.269013478462
31.4200502356148,7.83209019217572,260.601511189165,32.3814946163227,260.719177029338
39.0096531459781,0.266695097665015,229.71732375796,39.0105647849994,229.717478570514
39.2713951042247,0.174006669444242,208.878345921115,39.2717806032924,208.878418399465
41.0350581773802,23.3670339123979,201.384457056432,47.2217563574687,202.735585967972
39.4149414329266,30.225469123591,208.838483571166,49.6700774299999,211.014433639136
39.7330715688358,34.1806260743041,206.333062886285,52.4121376698721,209.145040674808
45.1351788999101,10.1140750869553,246.170142392372,46.2545012857285,246.37782676277
49.6592547865355,2.38106429258353,207.711440465521,49.716305706674,207.72508747724
49.535730355162,7.30685063949591,166.708931265329,50.0717350217388,166.86898402608
54.2703160144226,8.91441106832885,168.001938287834,54.9975810831753,168.238277431637
43.7987958278813,32.570492275562,172.292720278087,54.5817871001388,175.344285415566
52.5774738451099,34.891416162372,184.378940950727,63.1015188228386,187.651285068681
54.6162523468204,31.1508081798858,182.692350294098,62.8753359487773,185.3290794944
45.4065950821665,73.8966088405998,189.921795135918,86.7321605582176,203.791552979485
47.0755112926403,65.9024367325945,191.344867592024,80.9891037779597,202.375862002124
43.4651394472877,66.8279057042271,217.349072163859,79.7194287986639,227.39082688469
43.1199580700417,83.4760743773884,217.83895705497,93.955232836822,233.285375032933
58.5322922967976,46.0183983517186,230.548352692428,74.4561765629636,235.09622692857
58.0620660321088,61.6046334849742,254.248802339258,84.6542047315723,261.605780436452
44.5917591512052,51.6669252613861,418.337196041494,68.2487813090077,421.515694556946
41.1504439175465,55.3383758994064,286.595590726243,68.9615463993894,291.889308593015
39.0854699977885,53.9342258924763,287.10026447757,66.6076173389252,292.122341811974
25.0605096269327,84.2371726300827,228.911178816332,87.8858941780303,243.91848851572
39.4442412699313,54.3558782530477,209.14090610834,67.1595836051765,216.089055966464
48.0077576950272,41.3761660622513,220.966771060823,63.377692581187,224.807253065948
39.791803216051,44.1770441453352,357.686622535235,59.4558561674442,360.404399487691
41.9876296250315,35.9091075284706,387.953427511364,55.2487560495264,389.611763068451
12.7011347003833,104.481728466579,200.624580332488,105.250892661493,226.200472627603
18.7793042913511,88.0916497647214,182.155897647157,90.0710887462647,202.338601868036
27.7734809151285,183.435456485551,188.244393085444,185.526097728071,262.83933918683
16.8614484170512,77.2222310357233,220.316814463365,79.041643510592,233.458286855317
34.5125994778103,34.7762890026012,81.5553076029619,48.9949976988283,88.660354584257
12.7193924626481,103.374391365806,285.252118463221,104.153961685908,303.405728156221
48.2181413498659,63.6069355416226,48.1200158765171,79.8174880852046,79.7582483317706
48.9167477825542,64.0029599188912,286.475366340978,80.555739038266,293.537926678269
36.355337904847,51.50527405752,263.638185741173,63.0436662156941,268.622199820933
26.1947148109714,54.4245237530557,382.820275909328,60.400263822065,386.669616640668
28.3744685022031,67.7422622025966,317.442745339102,73.4447040371725,324.590373635373
21.6828680495492,44.7201845281119,232.382260892134,49.6995137912086,236.646170646322
32.1241179878382,49.16110795668,182.397808831308,58.7262589650056,188.906789719138
33.3150318703657,44.4408908418795,179.491239355956,55.5417332043512,184.91105371058
37.601367276485,22.8739401434204,191.502203165743,44.0122705474949,192.863451579137
39.9605800415979,15.2902496887453,188.194195640782,42.7859754219198,188.814318864923
36.0107809078314,12.7101211072561,221.756961936015,38.1880023063914,222.120907043106
36.3046187406075,7.15402949320252,219.959869980125,37.0027766510904,220.076178946434
49.4542154902033,6.04105886742044,216.235744232731,49.8218207414292,216.320113434056
54.2597045334965,1.41360565293885,214.421771332571,54.2781154518501,214.426430978878
47.45896650631,1.67230791757893,336.941734382592,47.488420858334,336.945884353141
53.0295545885509,10.8055471832544,349.373931302366,54.119252672128,349.540990047805
54.4165855180069,11.9532418091342,373.282424819263,55.7139548873187,373.473759009514
59.3175813331183,23.5812760381797,255.614419047207,63.833001142042,256.699839899502
51.6768605681389,11.9728801193376,290.355001753131,53.0457140260257,290.601749653048
49.4808222113968,13.0371534797624,322.914023470463,51.1695137515566,323.177093750064
37.0021841684628,7.13450655710047,351.096334466739,37.6837208493289,351.16881589884
61.5936098756463,11.0053453959357,280.585570805568,62.5690850564171,280.801317966228
63.9413468815116,13.8241673290792,385.428292626567,65.4186780924544,385.676128843065
59.3846705641746,15.5728751039028,571.142509881997,61.3926179358504,571.354776853497
65.0301095479223,17.2594872955158,427.26241386134,67.2815357250327,427.610874745163
61.3964997987085,16.8047378156112,325.191972389054,63.6547673044545,325.625886746332
60.5145670030752,6.59563110306537,481.015321117121,60.8729428335562,481.060538289159
58.714237912982,5.14851586718745,390.459053432538,58.9395363854937,390.492995613325
58.4086133884934,1.24721606258221,316.154833050143,58.4219279540932,316.157293145153
56.8918205989658,30.3376586590903,222.726931468026,64.4752106160219,224.783583773545
50.2416074032784,38.7185416768516,232.678080090972,63.4298398551286,235.877541161516
40.3937565151555,41.9613936382873,229.127230337363,58.2444342531797,232.937859177375
53.3061726099751,19.5356455255418,208.072703567095,56.7731405192991,208.987778149393
47.4748198847975,36.5104607355837,193.267795085772,59.8905023039427,196.686182433948
47.2578342201686,34.9222035926236,188.065452799073,58.7610687355633,191.28035665035
54.1247319666808,24.0413329224566,188.098568005784,59.223916614434,189.628734569724
55.4330537483472,22.8914524150115,203.925187729877,59.9736779056936,205.205995975591
45.0291868117523,51.6782331299255,220.899354486603,68.5439088786058,226.863757775518
47.1385802539426,43.9319663922253,202.887185364186,64.4365068842578,207.589083663108
54.2067853526277,26.6286813086388,180.268750495519,60.3942236186782,182.224885988311
63.8423049634338,16.8140883948703,183.097633539152,66.0193416476913,183.868042291715
73.5998540107718,16.460298508374,208.471090884629,75.4180345633039,209.11991096405
67.5187230471696,2.09322022808583,345.321112447376,67.5511623352527,345.327456586957
45.4443267979688,44.1949805930764,89.9931835185959,63.3907181513428,100.2595102194
45.818145426841,62.4085045171284,27.9071001424432,77.4217274827912,68.3639354808132
62.651825323972,5.75428222327124,153.72552667183,62.9155225705911,153.833186648514
51.6181119269478,17.6978232099957,6.84394886589756,54.5677782695536,18.9750515796739
48.5814905367213,6.35142231160686,35.1458272187005,48.99491594186,35.7151191551579
53.3590669776297,32.3470920171132,761.605033583725,62.3981120763021,762.291651234638
53.2089693433485,33.296069330921,298.405667498438,62.7680065915024,300.257507196869
51.1550672706895,52.3581720588381,248.591215471064,73.1998571638747,254.045213674109
72.3608934162616,16.549397385261,166.780573365411,74.2292492876956,167.599648585283
71.1522514891843,7.59391878116539,171.501204428452,71.5563448929238,171.669248040715
70.9109315846423,5.1570681886895,172.628119355112,71.0982107405286,172.705132941629
56.8533064298312,5.43188343347335,192.84476994138,57.1122036839687,192.921255053399
61.8606227183282,22.8822821463557,213.060717394894,65.957073004529,214.285949453183
69.2214103225259,23.7017647615958,209.535198732995,73.1667772958022,210.871461229086
74.7547795282797,20.2891064428387,195.602347806182,77.4591821708088,196.651789484712
72.1560888882802,12.2447753189342,193.272270878917,73.1876744149216,193.65976663547
63.0160414998211,2.00973445826376,221.691703401804,63.0480810088611,221.700812785579
71.512280079833,23.2298196610176,221.975109673092,75.1906292279821,223.187306619047
69.753288415939,29.9334733082111,217.271633775746,75.9047697389996,219.323905828515
73.2722094622971,36.0863758943474,213.750693733474,81.6764544080782,216.775426644095
56.4294524285628,5.09407968627117,229.395710141165,56.6589158847706,229.452264052939
28.2457327940993,19.1930245618817,75.9136714952519,34.1495770531445,78.3023480600806
37.6222075774818,24.4767826699733,167.380273426033,44.8836651007495,169.16048244802
37.5187700756492,25.8176058424943,744.923757453429,45.5434614344126,745.371017138427
43.9129647265828,10.5567343656046,760.050241457314,45.1640688107709,760.123551917573
57.6624511068136,9.95023111623171,66.7222516518488,58.5146594189191,67.4601064686313
62.8095246683184,13.3605022695037,52.3699142015377,64.2147912085177,54.0473027483318
61.630840709713,7.35578124191408,79.8968121348512,62.0682531111108,80.2347063744275
61.2944648400793,2.50529561537545,1064.17776703294,61.3456430902157,1064.18071602211
59.2495768374304,7.05837821312881,1125.06480435537,59.6685265312806,1125.08694539675
57.3188836575269,5.74796942121305,678.188283319887,57.6063674971119,678.212641274727
55.6451523469215,3.30070466573513,74.3770813109715,55.7429603717142,74.4502845906534
54.5869102361739,1.90225095485036,721.646302876947,54.6200451100815,721.648810027885
47.7812001367864,9.09055194756947,371.469382072443,48.6382691018409,371.580596845414
45.9291857496548,7.38673417379036,332.126656740964,46.5193932181036,332.208789708648
43.6203217583782,0.782145104693262,515.643539679619,43.6273334191907,515.644132871006
44.3802223282008,10.8208897523797,85.1346667291098,45.6803654640994,85.8195964457405
